,person,subset,# shots,Feature Set,AccLDAfew,AccLDAadapted,AccLDAsemi,AccLDAsemiAdapt,AccLDAsemi_shot,AccLDAsemiAdapt_shot,AccLDAsemi_accumulative,AccLDAsemiAdapt_accumulative,AccQDAfew,AccQDAadapted,AccQDAsemi,AccQDAsemiAdapt,AccQDAsemi_shot,AccQDAsemiAdapt_shot,AccQDAsemi_accumulative,AccQDAsemiAdapt_accumulative
0,21,"[2, 3]",2,2,0.9324439883701043,0.9389430477167778,0.9448150048457898,0.9475704539839994,0.9448150048457898,0.9475704539839994,0.9448150048457898,0.9475704539839994,0.8539801987724,0.9447199893582654,0.8857153716055717,0.9511240332174145,0.8857153716055717,0.9511240332174145,0.8857153716055717,0.9511240332174145
1,21,"[2, 3, 4]",3,2,0.9324439883701043,0.9389430477167778,0.9739087471257815,0.9726735457879634,0.973110617030576,0.9730536077380613,0.9722934838378656,0.9725405241054292,0.8539801987724,0.9447199893582654,0.9040723637952987,0.9509149991448607,0.9117306120897707,0.9555897611310643,0.9099253178268057,0.9516941261425612
